,T (degC)
67787,8.49
67793,7.88
67799,6.58
67805,4.95
67811,4.4
67817,4.16
67823,2.89
67829,1.45
67835,0.29
67841,-0.42
67847,-0.7
67853,-1.07
67859,0.11
67865,1.68
67871,4.7
67877,6.3
67883,7.79
67889,9.16
67895,10.96
67901,12.19
67907,13.38
67913,14.44
67919,16.02
67925,15.85
67931,15.04
67937,11.93
67943,10.55
67949,8.07
67955,6.44
67961,5.29
67967,3.36
67973,2.35
67979,1.82
67985,0.69
67991,0.25
67997,-0.53
68003,1.28
68009,3.34
68015,7.07
68021,11.32
68027,14.62
68033,15.28
68039,16.46
68045,16.97
68051,16.99
68057,17.2
68063,17.73
68069,17.84
68075,16.67
68081,15.38
68087,14.13
68093,11.88
68099,9.89
68105,8.34
68111,6.92
68117,5.33
68123,5.02
68129,4.41
68135,3.35
68141,2.51
68147,4.69
68153,6.67
68159,9.36
68165,11.87
68171,11.88
68177,12.76
68183,13.04
68189,13.78
68195,13.97
68201,13.79
68207,13.22
68213,12.72
68219,11.61
68225,10.29
68231,9.11
68237,8.52
68243,8.46
68249,8.45
68255,8.35
68261,8.25
68267,7.78
68273,6.88
68279,6.24
68285,5.29
68291,5.28
68297,7.11
68303,9.44
68309,10.69
68315,11.65
68321,13.09
68327,14.31
68333,15.33
68339,15.91
68345,15.49
68351,16.16
68357,15.27
68363,14.69
68369,13.23
68375,11.23
68381,9.36
68387,8.92
68393,8.45
68399,7.28
68405,6.09
68411,4.88
68417,4.23
68423,4.63
68429,4.07
68435,4.3
68441,5.1
68447,5.39
68453,6.18
68459,6.17
68465,4.24
68471,4.1
68477,7.49
68483,6.54
68489,7.14
68495,7.13
68501,6.99
68507,6.48
68513,5.14
68519,3.99
68525,3.12
68531,2.8
68537,2.38
68543,1.55
68549,1.18
68555,1.04
68561,0.72
68567,0.28
68573,0.12
68579,1.85
68585,3.32
68591,4.08
68597,5.23
68603,6.25
68609,6.93
68615,8.37
68621,9.52
68627,10.3
68633,10.86
68639,11.11
68645,11.27
68651,10.44
68657,8.55
68663,7.27
68669,5.35
68675,3.23
68681,2.02
68687,1.06
68693,0.16
68699,-0.93
68705,-1.72
68711,-2.02
68717,-2.45
68723,0.11
68729,1.3
68735,4.07
68741,8.04
68747,10.32
68753,12.23
68759,13.09
68765,14.07
68771,14.79
68777,14.19
68783,13.98
68789,14.05
68795,12.94
68801,11.74
68807,10.7
68813,9.14
68819,7.0
68825,5.88
68831,4.57
68837,3.01
68843,1.88
68849,1.68
68855,0.93
68861,0.08
68867,2.96
68873,4.46
68879,7.21
68885,10.43
68891,12.61
68897,15.46
68903,17.03
68909,17.03
68915,17.54
68921,17.76
68927,17.42
68933,17.25
68939,16.11
68945,14.43
68951,13.34
68957,12.81
68963,11.65
68969,10.34
68975,9.59
68981,7.87
68987,5.96
68993,4.82
68999,3.73
69005,3.23
69011,4.82
69017,7.16
69023,9.69
69029,14.08
69035,17.82
69041,18.84
69047,20.15
69053,20.29
69059,21.72
69065,21.63
69071,21.45
69077,21.13
69083,20.0
69089,18.33
69095,17.08
69101,15.51
69107,13.53
69113,12.88
69119,11.27
69125,10.65
69131,9.53
69137,9.24
69143,7.4
69149,8.79
69155,10.28
69161,13.58
69167,12.8
69173,10.46
69179,10.48
69185,11.78
69191,13.32
69197,15.66
69203,16.72
69209,16.23
69215,16.11
69221,16.18
69227,13.88
69233,12.64
69239,12.54
69245,11.84
69251,11.32
69257,9.98
69263,10.4
69269,10.43
69275,10.14
69281,9.84
69287,9.47
69293,8.81
69299,10.18
69305,11.16
69311,10.78
69317,13.08
69323,13.6
69329,13.88
69335,15.03
69341,14.94
69347,15.52
69353,15.71
69359,16.19
69365,15.18
69371,15.93
69377,13.4
69383,12.6
69389,10.57
69395,8.75
69401,7.66
69407,6.24
69413,5.33
69419,4.61
69425,4.0
69431,3.06
69437,2.89
69443,5.57
69449,7.16
69455,8.81
69461,12.86
69467,14.65
69473,16.05
69479,17.07
69485,18.32
69491,18.56
69497,19.95
69503,20.5
69509,20.5
69515,18.38
69521,17.1
69527,15.62
69533,13.88
69539,12.72
69545,10.64
69551,8.89
69557,8.51
69563,7.58
69569,6.37
69575,5.68
69581,5.4
69587,7.41
69593,9.79
69599,12.97
69605,17.1
69611,21.31
69617,22.41
69623,23.13
69629,23.88
69635,24.32
69641,24.63
69647,24.03
69653,24.33
69659,23.13
69665,21.07
69671,20.36
69677,17.66
69683,16.01
69689,14.74
69695,12.76
69701,11.13
69707,11.37
69713,11.03
69719,11.5
69725,13.12
69731,13.83
69737,18.9
69743,19.25
69749,20.16
69755,20.99
69761,21.56
69767,21.3
69773,21.89
69779,21.44
69785,20.92
69791,20.49
69797,19.93
69803,18.62
69809,17.49
69815,16.29
69821,14.33
69827,13.2
69833,12.43
69839,12.43
69845,12.19
69851,11.68
69857,11.96
69863,10.42
69869,9.97
69875,10.36
69881,11.18
69887,11.93
69893,12.15
69899,12.8
69905,13.46
69911,13.44
69917,14.04
69923,14.21
69929,14.41
69935,13.78
69941,14.15
69947,14.12
69953,13.71
69959,13.01
69965,12.49
69971,11.78
69977,11.43
69983,9.84
69989,9.55
69995,8.85
70001,8.72
70007,8.28
70013,8.12
70019,8.59
70025,9.49
70031,9.7
70037,9.9
70043,10.51
70049,11.41
70055,12.08
70061,12.62
70067,11.82
70073,10.84
70079,10.77
70085,10.7
70091,10.71
70097,10.58
70103,10.24
70109,10.08
70115,9.9
70121,9.83
70127,9.92
70133,9.79
70139,9.53
70145,9.4
70151,9.3
70157,9.35
70163,9.63
70169,10.73
70175,11.27
70181,12.02
70187,13.43
70193,14.91
70199,13.98
70205,14.16
70211,13.04
70217,12.72
70223,12.24
70229,12.35
70235,7.65
70241,8.72
70247,8.38
70253,8.37
70259,8.21
70265,7.99
70271,7.74
70277,7.81
70283,7.64
70289,7.9
70295,7.97
70301,8.03
70307,7.82
70313,7.92
70319,8.09
70325,8.11
70331,7.91
70337,8.53
70343,7.86
70349,8.12
70355,7.83
70361,7.74
70367,7.65
70373,7.91
70379,7.97
70385,7.97
70391,7.46
70397,6.88
70403,6.65
70409,5.92
70415,4.97
70421,3.76
70427,2.75
70433,2.49
70439,1.96
70445,1.47
70451,1.63
70457,3.19
70463,4.18
70469,5.54
70475,6.48
70481,7.05
70487,7.85
70493,9.18
70499,10.0
70505,10.29
70511,10.16
70517,9.98
70523,9.75
70529,9.54
70535,9.04
70541,8.87
70547,8.54
70553,6.89
70559,5.93
70565,5.05
70571,4.6
70577,4.43
70583,4.57
70589,4.73
70595,4.97
70601,5.22
70607,5.56
70613,5.75
70619,5.75
70625,5.65
70631,5.64
70637,5.57
70643,5.7
70649,5.48
70655,5.44
70661,5.57
70667,5.44
70673,5.3
70679,5.3
70685,5.26
70691,5.17
70697,5.15
70703,5.16
70709,5.16
70715,5.14
70721,5.34
70727,5.41
70733,5.04
70739,5.33
70745,5.75
70751,6.39
70757,6.09
70763,6.95
70769,7.78
70775,7.81
70781,7.53
70787,8.96
70793,8.48
70799,7.95
70805,7.85
70811,7.74
70817,7.41
70823,6.85
70829,6.27
70835,5.87
70841,5.47
70847,5.33
70853,5.37
70859,5.34
70865,5.25
70871,5.13
70877,4.59
70883,4.82
70889,7.25
70895,10.14
70901,10.62
70907,11.69
70913,11.69
70919,12.32
70925,11.66
70931,11.61
70937,12.68
70943,13.63
70949,13.07
70955,11.95
70961,11.39
70967,10.76
70973,10.62
70979,9.66
70985,8.65
70991,7.45
70997,6.34
71003,4.9
71009,4.34
71015,4.06
71021,4.31
71027,5.49
71033,7.39
71039,10.78
71045,13.58
71051,15.76
71057,15.98
71063,15.68
71069,16.04
71075,14.82
71081,11.82
71087,10.26
71093,11.56
71099,11.21
71105,10.29
71111,9.89
71117,9.9
71123,9.7
71129,9.21
71135,8.88
71141,8.93
71147,8.92
71153,8.63
71159,8.33
71165,8.44
71171,8.5
71177,8.56
71183,8.49
71189,8.25
71195,8.1
71201,7.59
71207,7.54
71213,7.79
71219,8.0
71225,8.27
71231,9.23
71237,8.98
71243,8.66
71249,8.3
71255,8.22
71261,7.98
71267,7.84
71273,7.64
71279,7.38
71285,7.12
71291,6.88
71297,6.86
71303,6.8
71309,6.9
71315,7.17
71321,7.47
71327,7.82
71333,8.09
71339,9.22
71345,9.89
71351,10.4
71357,11.12
71363,11.21
71369,10.97
71375,10.42
71381,9.42
71387,9.11
71393,9.01
71399,8.77
71405,8.9
71411,8.81
71417,8.58
71423,8.64
71429,8.29
71435,8.24
71441,8.23
71447,7.97
71453,8.14
71459,9.32
71465,10.76
71471,10.81
71477,11.3
71483,11.36
71489,12.05
71495,13.01
71501,12.83
71507,14.25
71513,13.79
71519,13.73
71525,13.22
71531,12.17
71537,11.47
71543,10.3
71549,8.95
71555,7.46
71561,7.37
71567,7.42
71573,7.3
71579,6.87
71585,6.64
71591,6.57
71597,6.55
71603,6.88
71609,7.09
71615,7.33
71621,7.1
71627,7.88
71633,8.29
71639,8.09
71645,8.37
71651,8.87
71657,9.06
71663,8.1
71669,8.33
71675,8.09
71681,7.88
71687,7.57
71693,7.22
71699,6.97
71705,6.77
71711,6.64
71717,6.43
71723,6.27
71729,6.18
71735,6.08
71741,5.99
71747,6.24
71753,6.3
71759,6.65
71765,7.05
71771,7.85
71777,7.56
71783,8.28
71789,8.52
71795,8.15
71801,7.83
71807,7.21
71813,7.3
71819,7.02
71825,6.5
71831,6.23
71837,5.93
71843,5.7
71849,5.68
71855,5.5
71861,5.37
71867,5.24
71873,5.04
71879,4.91
71885,5.29
71891,5.61
71897,5.95
71903,5.6
71909,5.44
71915,5.39
71921,5.59
71927,5.35
71933,6.1
71939,5.89
71945,6.24
71951,6.7
71957,6.67
71963,6.26
71969,5.72
71975,5.57
71981,5.51
71987,5.37
71993,5.6
71999,5.57
72005,5.75
72011,6.11
72017,6.43
72023,6.11
72029,5.85
72035,7.29
72041,7.97
72047,8.64
72053,9.67
72059,10.6
72065,11.4
72071,12.34
72077,13.12
72083,13.05
72089,12.92
72095,13.04
72101,12.69
72107,13.26
72113,11.62
72119,10.56
72125,9.84
72131,9.8
72137,7.1
72143,6.16
72149,5.13
72155,4.55
72161,3.59
72167,3.19
72173,3.2
72179,6.75
72185,8.87
72191,12.27
72197,12.48
72203,14.03
72209,14.38
72215,14.74
72221,15.2
72227,14.28
72233,14.29
72239,14.03
72245,13.78
72251,13.29
72257,13.01
72263,11.36
72269,10.51
72275,10.46
72281,9.57
72287,9.02
72293,8.54
72299,8.4
72305,8.1
72311,7.74
72317,7.75
72323,8.47
72329,7.32
72335,7.63
72341,8.59
72347,9.25
72353,9.84
72359,10.84
72365,10.06
72371,10.84
72377,11.18
72383,11.2
72389,11.23
72395,10.93
72401,10.08
72407,9.34
72413,8.93
72419,8.7
72425,8.42
72431,7.76
72437,7.38
72443,6.17
72449,5.84
72455,5.7
72461,5.3
72467,5.19
72473,5.26
72479,5.51
72485,6.14
72491,7.09
72497,7.76
72503,7.55
72509,7.5
72515,7.72
72521,7.7
72527,7.8
72533,8.08
72539,8.22
72545,8.46
72551,8.66
72557,8.87
72563,9.03
72569,9.14
72575,9.39
72581,9.37
72587,9.27
72593,9.0
72599,8.71
72605,8.63
72611,8.73
72617,8.83
72623,9.1
72629,9.87
72635,9.89
72641,10.66
72647,10.65
72653,11.25
72659,11.53
72665,11.72
72671,10.64
72677,10.17
72683,9.79
72689,9.37
72695,9.37
72701,9.5
72707,9.16
72713,9.16
72719,9.25
72725,9.34
72731,9.17
72737,8.94
72743,9.0
72749,8.97
72755,9.14
72761,9.85
72767,10.26
72773,11.4
72779,13.5
72785,14.97
72791,16.23
72797,16.2
72803,16.71
72809,17.07
72815,18.8
72821,19.37
72827,18.79
72833,16.9
72839,15.87
72845,13.56
72851,11.65
72857,10.86
72863,9.64
72869,7.91
72875,7.49
72881,7.54
72887,7.08
72893,6.72
72899,7.03
72905,9.29
72911,13.92
72917,16.07
72923,18.13
72929,19.19
72935,18.71
72941,19.43
72947,19.9
72953,20.37
72959,19.76
72965,19.5
72971,17.3
72977,14.6
72983,12.58
72989,12.03
72995,12.11
73001,12.3
73007,12.36
73013,12.29
73019,12.23
73025,12.16
73031,12.23
73037,12.23
73043,13.23
73049,14.61
73055,15.35
73061,16.75
73067,18.21
73073,18.11
73079,19.33
73085,21.03
73091,21.16
73097,20.99
73103,22.27
73109,22.79
73115,20.31
73121,19.07
73127,17.34
73133,16.49
73139,16.51
73145,13.7
73151,14.31
73157,12.16
73163,11.78
73169,11.73
73175,11.51
73181,11.24
73187,14.08
73193,17.18
73199,18.42
73205,19.64
73211,20.4
73217,21.01
73223,21.51
73229,22.07
73235,16.71
73241,16.71
73247,21.21
73253,18.25
73259,17.83
73265,17.65
73271,17.14
73277,16.48
73283,15.08
73289,13.86
73295,11.83
73301,11.83
73307,11.23
73313,10.91
73319,10.78
73325,11.54
73331,11.41
73337,11.9
73343,13.26
73349,14.51
73355,15.87
73361,16.38
73367,16.89
73373,17.98
73379,17.89
73385,18.05
73391,18.51
73397,18.6
73403,17.22
73409,14.55
73415,13.25
73421,12.43
73427,11.62
73433,10.76
73439,10.4
73445,10.12
73451,9.9
73457,9.04
73463,8.27
73469,7.77
73475,7.47
73481,7.65
73487,8.34
73493,9.41
73499,11.2
73505,13.43
73511,13.81
73517,13.72
73523,13.61
73529,13.14
73535,12.2
73541,12.03
73547,12.16
73553,11.97
73559,11.68
73565,11.1
73571,10.94
73577,10.83
73583,10.63
73589,9.99
73595,10.18
73601,10.64
73607,10.96
73613,11.77
73619,11.79
73625,10.52
73631,9.47
73637,10.29
73643,10.82
73649,11.1
73655,11.0
73661,11.74
73667,14.83
73673,15.55
73679,14.99
73685,15.4
73691,14.82
73697,14.28
73703,12.84
73709,12.0
73715,11.34
73721,10.87
73727,10.46
73733,10.18
73739,10.36
73745,10.37
73751,10.38
73757,10.48
73763,10.95
73769,11.67
73775,13.18
73781,14.29
73787,12.22
73793,13.99
73799,14.75
73805,15.6
73811,16.07
73817,15.46
73823,15.94
73829,15.6
73835,15.6
73841,15.18
73847,13.94
73853,13.14
73859,10.06
73865,9.94
73871,8.96
73877,7.73
73883,7.5
73889,7.15
73895,6.5
73901,6.46
73907,7.15
73913,8.09
73919,11.33
73925,14.68
73931,15.81
73937,16.88
73943,18.09
73949,18.44
73955,18.49
73961,19.12
73967,19.67
73973,20.43
73979,20.03
73985,17.83
73991,16.28
73997,14.96
74003,14.11
74009,13.31
74015,12.41
74021,11.78
74027,11.29
74033,12.41
74039,11.55
74045,11.09
74051,11.23
74057,11.65
74063,12.26
74069,12.59
74075,14.45
74081,15.18
74087,16.16
74093,16.75
74099,16.89
74105,16.3
74111,15.91
74117,15.96
74123,13.72
74129,13.73
74135,12.75
74141,10.29
74147,9.37
74153,9.48
74159,7.9
74165,6.97
74171,6.57
74177,6.44
74183,6.55
74189,6.46
74195,7.03
74201,7.08
74207,8.66
74213,9.14
74219,9.61
74225,11.53
74231,12.21
74237,11.87
74243,12.09
74249,11.92
74255,10.43
74261,9.85
74267,10.1
74273,9.97
74279,10.04
74285,9.12
74291,8.86
74297,8.69
74303,8.51
74309,8.58
74315,8.72
74321,8.73
74327,8.91
74333,9.1
74339,9.38
74345,9.6
74351,9.77
74357,10.24
74363,10.59
74369,10.03
74375,9.99
74381,10.18
74387,10.86
74393,10.73
74399,9.82
74405,9.83
74411,9.97
74417,9.83
74423,9.96
74429,9.97
74435,9.62
74441,9.44
74447,8.62
74453,8.63
74459,8.44
74465,8.37
74471,8.5
74477,8.64
74483,8.77
74489,8.97
74495,9.3
74501,9.44
74507,9.86
74513,9.9
74519,10.21
74525,10.62
74531,10.83
74537,11.91
74543,12.98
74549,13.51
74555,13.54
74561,13.32
74567,13.46
74573,13.25
74579,13.52
74585,13.47
74591,13.03
74597,13.23
74603,12.6
74609,12.56
74615,12.26
74621,12.13
74627,12.1
74633,12.34
74639,12.64
74645,14.84
74651,16.27
74657,17.49
74663,17.93
74669,18.54
74675,19.01
74681,19.93
74687,20.43
74693,20.53
74699,20.2
74705,18.39
74711,16.7
74717,15.86
74723,13.89
74729,12.44
74735,11.82
74741,11.44
74747,11.17
74753,9.37
74759,7.9
74765,9.36
74771,12.84
74777,14.25
74783,15.37
74789,15.74
74795,17.0
74801,17.98
74807,18.28
74813,19.73
74819,20.86
74825,21.75
74831,21.47
74837,22.01
74843,20.23
74849,18.58
74855,17.16
74861,15.72
74867,13.94
74873,12.32
74879,11.63
74885,10.69
74891,9.51
74897,8.77
74903,8.13
74909,10.9
74915,11.2
74921,13.32
74927,16.8
74933,20.02
74939,21.29
74945,23.17
74951,23.03
74957,23.46
74963,25.15
74969,24.94
74975,25.11
74981,25.76
74987,24.64
74993,22.52
74999,21.04
75005,19.04
75011,17.09
75017,16.59
75023,15.04
75029,13.92
75035,13.32
75041,12.19
75047,11.74
75053,12.47
75059,15.59
75065,16.68
75071,20.33
75077,22.82
75083,24.73
75089,26.43
75095,26.78
75101,26.63
75107,27.79
75113,28.31
75119,28.17
75125,26.61
75131,26.16
75137,24.61
75143,23.02
75149,20.64
75155,20.0
75161,19.54
75167,17.95
75173,17.31
75179,16.81
75185,16.88
75191,16.54
75197,16.71
75203,18.45
75209,17.37
75215,19.89
75221,20.09
75227,20.37
75233,20.43
75239,19.49
75245,18.91
75251,19.9
75257,20.21
75263,20.25
75269,21.16
75275,20.5
75281,18.85
75287,18.22
75293,15.93
75299,15.05
75305,14.77
75311,13.71
75317,12.74
75323,11.69
75329,10.76
75335,10.3
75341,11.36
75347,12.47
75353,14.49
75359,16.69
75365,19.42
75371,22.16
75377,23.07
75383,24.2
75389,25.47
75395,25.98
75401,25.66
75407,25.52
75413,25.99
75419,23.82
75425,22.87
75431,21.9
75437,20.19
75443,20.4
75449,19.14
75455,17.89
75461,17.43
75467,16.75
75473,16.57
75479,16.38
75485,16.7
75491,17.76
75497,18.85
75503,22.4
75509,23.57
75515,23.72
75521,25.45
75527,26.52
75533,27.65
75539,29.09
75545,29.01
75551,28.99
75557,28.22
75563,26.37
75569,26.0
75575,24.86
75581,22.96
75587,22.17
75593,20.91
75599,20.09
75605,19.82
75611,18.03
75617,19.5
75623,19.12
75629,17.54
75635,21.51
75641,20.99
75647,20.68
75653,23.09
75659,23.1
75665,25.24
75671,27.07
75677,28.19
75683,28.13
75689,28.74
75695,28.54
75701,27.67
75707,27.16
75713,26.14
75719,24.95
75725,23.74
75731,22.19
75737,20.56
75743,19.92
75749,18.58
75755,17.66
75761,20.39
75767,19.04
75773,19.93
75779,20.94
75785,22.01
75791,22.83
75797,23.9
75803,24.14
75809,22.59
75815,24.16
75821,19.9
75827,23.75
75833,24.03
75839,24.44
75845,23.71
75851,24.12
75857,22.3
75863,21.0
75869,18.62
75875,18.15
75881,18.98
75887,18.61
75893,18.97
75899,18.29
75905,17.64
75911,17.31
75917,16.86
75923,16.78
75929,16.83
75935,16.91
75941,17.66
75947,17.73
75953,17.9
75959,17.87
75965,18.03
75971,17.31
75977,19.87
75983,20.7
75989,13.11
75995,13.3
76001,13.14
76007,13.03
76013,13.36
76019,12.5
76025,11.89
76031,11.69
76037,11.8
76043,11.24
76049,10.57
76055,10.41
76061,11.16
76067,12.7
76073,13.6
76079,13.8
76085,13.7
76091,14.16
76097,14.83
76103,16.01
76109,15.88
76115,17.24
76121,16.35
76127,17.23
76133,17.28
76139,16.69
76145,15.36
76151,13.81
76157,12.92
76163,12.37
76169,12.11
76175,11.45
76181,11.03
76187,11.02
76193,10.77
76199,10.64
76205,10.9
76211,11.56
76217,12.05
76223,12.85
76229,14.25
76235,14.94
76241,14.98
76247,15.18
76253,15.64
76259,16.68
76265,16.61
76271,15.96
76277,15.68
76283,15.64
76289,15.46
76295,15.01
76301,14.4
76307,14.18
76313,13.78
76319,12.84
76325,12.4
76331,12.22
76337,11.3
76343,11.3
76349,12.27
76355,12.53
76361,13.79
76367,13.77
76373,14.73
76379,16.17
76385,16.58
76391,17.48
76397,17.16
76403,17.98
76409,18.68
76415,18.38
76421,17.72
76427,17.17
76433,15.68
76439,14.69
76445,13.64
76451,12.79
76457,12.16
76463,11.47
76469,10.85
76475,10.55
76481,9.87
76487,8.89
76493,9.95
76499,10.81
76505,11.75
76511,12.5
76517,13.44
76523,13.94
76529,14.55
76535,15.92
76541,16.87
76547,17.57
76553,18.31
76559,18.67
76565,19.39
76571,19.03
76577,18.13
76583,17.26
76589,15.88
76595,14.89
76601,14.55
76607,13.98
76613,12.77
76619,11.89
76625,11.2
76631,10.65
76637,11.32
76643,12.41
76649,13.76
76655,14.98
76661,16.45
76667,17.49
76673,18.07
76679,18.93
76685,19.8
76691,20.13
76697,20.13
76703,20.91
76709,21.52
76715,20.91
76721,19.78
76727,18.69
76733,17.2
76739,16.45
76745,15.48
76751,15.46
76757,13.41
76763,12.84
76769,12.49
76775,11.71
76781,14.16
76787,14.91
76793,15.43
76799,16.08
76805,17.91
76811,19.37
76817,20.02
76823,20.48
76829,20.67
76835,21.07
76841,21.92
76847,19.35
76853,17.83
76859,17.36
76865,15.47
76871,14.18
76877,13.71
76883,13.18
76889,12.64
76895,10.88
76901,10.37
76907,9.54
76913,9.21
76919,8.8
76925,8.64
76931,9.58
76937,10.72
76943,10.66
76949,11.44
76955,12.2
76961,12.89
76967,12.26
76973,13.63
76979,14.62
76985,15.2
76991,15.06
76997,14.85
77003,14.33
77009,13.34
77015,12.22
77021,11.07
77027,10.43
77033,10.0
77039,9.16
77045,8.88
77051,8.86
77057,8.26
77063,7.8
77069,8.08
77075,10.13
77081,12.09
77087,12.63
77093,12.22
77099,13.66
77105,13.67
77111,13.94
77117,14.46
77123,15.3
77129,14.78
77135,14.39
77141,16.15
77147,17.1
77153,14.08
77159,12.63
77165,11.8
77171,11.29
77177,11.07
77183,10.4
77189,9.42
77195,8.44
77201,8.24
77207,8.25
77213,8.91
77219,9.51
77225,9.85
77231,10.22
77237,12.17
77243,13.24
77249,14.0
77255,14.15
77261,14.29
77267,14.49
77273,14.76
77279,14.98
77285,14.23
77291,14.54
77297,14.37
77303,12.95
77309,11.76
77315,10.18
77321,8.7
77327,8.29
77333,7.21
77339,6.57
77345,5.79
77351,5.22
77357,7.04
77363,9.16
77369,11.37
77375,14.7
77381,16.49
77387,17.13
77393,17.61
77399,17.5
77405,18.48
77411,17.06
77417,17.78
77423,17.97
77429,18.39
77435,18.19
77441,16.93
77447,15.17
77453,14.45
77459,13.64
77465,12.14
77471,10.92
77477,9.73
77483,8.85
77489,8.06
77495,7.18
77501,9.47
77507,10.4
77513,13.29
77519,16.34
77525,18.26
77531,18.75
77537,19.13
77543,19.98
77549,20.05
77555,20.24
77561,20.69
77567,20.25
77573,19.63
77579,19.45
77585,18.9
77591,17.73
77597,16.37
77603,15.89
77609,15.5
77615,14.75
77621,14.04
77627,13.25
77633,12.89
77639,11.88
77645,13.85
77651,16.08
77657,16.59
77663,19.82
77669,20.12
77675,20.86
77681,21.61
77687,21.79
77693,22.34
77699,23.29
77705,23.29
77711,24.25
77717,24.82
77723,24.11
77729,23.2
77735,20.89
77741,19.52
77747,17.42
77753,16.35
77759,14.69
77765,13.51
77771,12.5
77777,12.28
77783,12.18
77789,11.81
77795,13.3
77801,15.63
77807,19.2
77813,22.24
77819,23.65
77825,24.13
77831,24.81
77837,23.42
77843,19.62
77849,22.39
77855,22.99
77861,22.44
77867,21.69
77873,20.78
77879,19.94
77885,19.25
77891,17.98
77897,16.85
77903,16.84
77909,15.89
77915,15.31
77921,15.49
77927,14.95
77933,14.94
77939,16.1
77945,17.0
77951,17.6
77957,18.38
77963,19.46
77969,19.83
77975,21.25
77981,21.6
77987,21.48
77993,21.82
77999,22.49
78005,22.09
78011,21.16
78017,20.12
78023,18.78
78029,17.77
78035,16.9
78041,14.89
78047,13.47
78053,12.37
78059,11.25
78065,10.44
78071,9.9
78077,11.92
78083,14.81
78089,16.76
78095,19.12
78101,20.09
78107,21.07
78113,22.08
78119,22.78
78125,23.37
78131,23.73
78137,23.95
78143,24.46
78149,24.52
78155,23.94
78161,22.33
78167,21.25
78173,19.48
78179,17.73
78185,15.87
78191,14.36
78197,13.47
78203,12.16
78209,11.41
78215,10.77
78221,13.88
78227,15.86
78233,17.73
78239,22.72
78245,23.34
78251,24.49
78257,25.2
78263,25.52
78269,25.89
78275,26.21
78281,26.35
78287,26.44
78293,26.57
78299,25.7
78305,24.38
78311,23.57
78317,21.55
78323,19.25
78329,17.28
78335,16.29
78341,15.05
78347,14.0
78353,12.92
78359,13.09
78365,14.33
78371,17.28
78377,19.42
78383,22.17
78389,24.25
78395,25.76
78401,26.63
78407,27.62
78413,27.33
78419,27.8
78425,28.88
78431,28.69
78437,27.95
78443,27.91
78449,26.72
78455,24.96
78461,21.8
78467,20.29
78473,19.65
78479,19.3
78485,18.8
78491,18.35
78497,17.46
78503,17.25
78509,17.19
78515,19.91
78521,21.3
78527,20.84
78533,21.4
78539,22.64
78545,23.8
78551,24.8
78557,24.96
78563,25.54
78569,26.84
78575,27.3
78581,27.17
78587,25.68
78593,24.35
78599,22.87
78605,21.32
78611,20.45
78617,18.76
78623,17.82
78629,16.9
78635,16.23
78641,15.39
78647,14.87
78653,16.0
78659,18.24
78665,19.46
78671,21.48
78677,23.85
78683,25.58
78689,27.17
78695,27.7
78701,27.55
78707,27.98
78713,28.02
78719,27.86
78725,26.78
78731,26.71
78737,25.62
78743,23.77
78749,22.6
78755,21.91
78761,20.79
78767,17.82
78773,16.9
78779,16.23
78785,15.39
78791,14.87
78797,16.0
78803,18.24
78809,19.46
78815,21.48
78821,23.85
78827,25.58
78833,27.17
78839,27.7
78845,27.55
78851,27.98
78857,28.02
78863,27.86
78869,26.78
78875,26.71
78881,25.62
78887,23.77
78893,22.6
78899,21.91
78905,20.79
78911,19.55
78917,18.58
78923,17.76
78929,16.8
78935,15.89
78941,16.82
78947,18.34
78953,21.16
78959,22.9
78965,25.66
78971,28.23
78977,29.71
78983,29.42
78989,30.61
78995,29.16
79001,29.7
79007,30.22
79013,30.08
79019,29.27
79025,27.98
79031,26.56
79037,25.86
79043,24.64
79049,23.04
79055,21.67
79061,20.58
79067,19.35
79073,18.64
79079,17.96
79085,18.67
79091,21.73
79097,23.29
79103,25.77
79109,27.55
79115,29.42
79121,30.18
79127,30.23
79133,30.87
79139,30.8
79145,30.91
79151,31.01
79157,30.84
79163,30.08
79169,28.83
79175,27.42
79181,25.67
79187,23.47
79193,22.21
79199,20.57
79205,19.73
79211,19.0
79217,17.7
79223,17.77
79229,18.73
79235,19.93
79241,21.69
79247,24.34
79253,21.37
79259,21.32
79265,22.78
79271,24.25
79277,25.58
79283,25.84
79289,26.54
79295,26.48
79301,25.78
79307,24.38
79313,24.01
79319,20.01
79325,19.06
79331,18.95
79337,18.25
79343,17.76
79349,17.46
79355,17.23
79361,17.05
79367,16.83
79373,16.83
79379,17.28
79385,19.11
79391,22.32
79397,23.42
79403,24.95
79409,25.95
79415,24.97
79421,25.72
79427,22.89
79433,23.65
79439,23.76
79445,22.08
79451,21.59
79457,20.21
79463,19.28
79469,18.57
79475,18.18
79481,17.41
79487,16.97
79493,16.83
79499,17.21
79505,15.92
79511,15.5
79517,15.63
79523,12.67
79529,13.24
79535,13.69
79541,13.81
79547,14.96
79553,15.9
79559,16.86
79565,18.81
79571,18.37
79577,18.73
79583,18.66
79589,18.8
79595,18.51
79601,17.76
79607,15.76
79613,15.1
79619,14.48
79625,12.79
79631,11.37
79637,10.97
79643,10.25
79649,9.74
79655,9.13
79661,10.46
79667,13.08
79673,13.94
79679,17.21
79685,18.4
79691,20.08
79697,19.8
79703,21.34
79709,21.51
79715,21.41
79721,23.46
79727,22.67
79733,23.15
79739,22.92
79745,21.08
79751,19.58
79757,17.95
79763,16.94
